,Date,ticker,price,volume
10236,3/25/19,RCL,111.2603149,1559000
10237,3/26/19,RCL,109.9096451,2616100
10238,3/27/19,RCL,107.8496246,1860000
10239,3/28/19,RCL,109.2683105,1342500
10240,3/29/19,RCL,111.3769302,1558500
10241,4/1/19,RCL,112.338913,1615500
10242,4/2/19,RCL,112.97052,1090700
10243,4/3/19,RCL,113.3300476,981900
10244,4/4/19,RCL,112.5915604,763400
10245,4/5/19,RCL,113.9519424,911800
10246,4/8/19,RCL,115.0694046,1843100
10247,4/9/19,RCL,112.0571213,1229000
10248,4/10/19,RCL,113.2134399,1015600
10249,4/11/19,RCL,115.5746994,1264400
10250,4/12/19,RCL,118.4898071,1757200
10251,4/15/19,RCL,118.9950943,1550700
10252,4/16/19,RCL,120.5984116,1654000
10253,4/17/19,RCL,119.7530212,1982700
10254,4/18/19,RCL,117.5666962,2415400
10255,4/22/19,RCL,117.0031052,1351200
10256,4/23/19,RCL,119.0145264,1235900
10257,4/24/19,RCL,118.0622559,1235100
10258,4/25/19,RCL,117.3432007,1142300
10259,4/26/19,RCL,117.7318802,1126300
10260,4/29/19,RCL,118.8201904,1618300
10261,4/30/19,RCL,117.5181122,2259300
10262,5/1/19,RCL,125.3792038,3795200
10263,5/2/19,RCL,122.211441,1803600
10264,5/3/19,RCL,127.1865845,2134100
10265,5/6/19,RCL,125.5152359,1224300
10266,5/7/19,RCL,123.6787109,1309000
10267,5/8/19,RCL,123.7175827,1065700
10268,5/9/19,RCL,123.7273102,1057900
10269,5/10/19,RCL,122.5029526,1508600
10270,5/13/19,RCL,118.4412308,1761100
10271,5/14/19,RCL,120.0834045,1504100
10272,5/15/19,RCL,120.2680283,835200
10273,5/16/19,RCL,122.1628571,722600
10274,5/17/19,RCL,121.3466187,752900
10275,5/20/19,RCL,119.626709,763800
10276,5/21/19,RCL,121.1620026,1033500
10277,5/22/19,RCL,121.4243698,929500
10278,5/23/19,RCL,120.8996353,1545700
10279,5/24/19,RCL,120.1805725,718000
10280,5/28/19,RCL,119.6072617,1179600
10281,5/29/19,RCL,118.3634872,1015900
10282,5/30/19,RCL,119.4712219,854100
10283,5/31/19,RCL,118.3149033,1041500
10284,6/3/19,RCL,117.9630585,1183800
10285,6/4/19,RCL,118.7546921,2833800
10286,6/5/19,RCL,115.7836304,2251100
10287,6/6/19,RCL,115.9497681,2023900
10288,6/7/19,RCL,118.2269363,1154600
10289,6/10/19,RCL,120.6409302,965200
10290,6/11/19,RCL,120.0740814,981700
10291,6/12/19,RCL,121.4521027,1008400
10292,6/13/19,RCL,119.6929245,1010000
10293,6/14/19,RCL,121.3152771,801300
10294,6/17/19,RCL,119.4388199,908700
